customer_id,cell_id,window_start,window_end,rsrp_avg,sinr_avg,handover_failures,congestion_pct,packet_loss_pct
8963-MQVYN,CELL_112B,2024-12-01,2024-12-07,-108.6,3.2,14,88.6,4.96
8966-KZXXA,CELL_101A,2024-12-01,2024-12-07,-100.4,12.3,4,70.3,2.58
8966-OIQHG,CELL_234A,2024-12-01,2024-12-07,-89.9,13.1,0,41.9,0.43
8966-SNIZF,CELL_502B,2024-12-01,2024-12-07,-93.1,15.1,0,30.7,0.35
8967-SZQAS,CELL_889D,2024-12-01,2024-12-07,-109.5,5.0,12,86.2,4.24
8969-PRHFK,CELL_411A,2024-12-01,2024-12-07,-89.9,16.5,0,47.4,0.27
8970-ANWXO,CELL_502B,2024-12-01,2024-12-07,-94.4,13.7,0,44.5,0.34
8972-HJWNV,CELL_411A,2024-12-01,2024-12-07,-94.7,7.8,5,74.6,2.65
8974-OVACP,CELL_778C,2024-12-01,2024-12-07,-90.1,14.2,1,33.2,0.45
8975-SKGRX,CELL_101A,2024-12-01,2024-12-07,-92.8,15.1,1,32.3,0.33
8976-OQHGT,CELL_101A,2024-12-01,2024-12-07,-107.8,7.2,3,75.6,2.22
8979-CAMGB,CELL_245B,2024-12-01,2024-12-07,-98.9,5.6,6,74.4,1.75
8980-WQFWL,CELL_301C,2024-12-01,2024-12-07,-89.1,18.9,0,34.1,0.21
8981-FJGLA,CELL_101A,2024-12-01,2024-12-07,-89.1,16.2,1,50.8,0.48
8982-NHAVY,CELL_245B,2024-12-01,2024-12-07,-87.6,12.3,1,58.3,0.33
8984-EYLLL,CELL_889D,2024-12-01,2024-12-07,-94.8,13.9,0,48.2,0.21
8984-HPEMB,CELL_301C,2024-12-01,2024-12-07,-89.4,15.3,1,35.4,0.17
8985-OOPOS,CELL_245B,2024-12-01,2024-12-07,-92.5,14.6,1,52.8,0.58
8988-ECPJR,CELL_889D,2024-12-01,2024-12-07,-90.6,15.0,1,32.4,0.37
8990-YOZLV,CELL_245B,2024-12-01,2024-12-07,-102.4,8.6,4,71.0,2.83
8990-ZXLSU,CELL_234A,2024-12-01,2024-12-07,-86.8,15.1,1,54.6,0.52
8992-CEUEN,CELL_502B,2024-12-01,2024-12-07,-89.0,17.0,0,31.3,0.3
8992-JQYUN,CELL_301C,2024-12-01,2024-12-07,-108.5,3.4,14,88.7,3.34
8992-OBVDG,CELL_234A,2024-12-01,2024-12-07,-95.8,16.8,0,30.4,0.51
8992-VONJD,CELL_889D,2024-12-01,2024-12-07,-90.5,12.4,0,54.4,0.26
8993-IZEUX,CELL_245B,2024-12-01,2024-12-07,-101.3,2.1,3,79.8,2.25
8993-PHFWD,CELL_778C,2024-12-01,2024-12-07,-91.7,15.2,0,52.6,0.33
8996-ZROXE,CELL_502B,2024-12-01,2024-12-07,-90.4,18.2,0,35.1,0.47
8999-BOHSE,CELL_101A,2024-12-01,2024-12-07,-91.4,11.9,0,33.0,0.15
8999-EXMNO,CELL_502B,2024-12-01,2024-12-07,-91.8,9.3,3,70.1,2.73
8999-XXGNS,CELL_245B,2024-12-01,2024-12-07,-100.8,10.4,6,84.9,2.49
8999-YPYBV,CELL_778C,2024-12-01,2024-12-07,-88.4,17.0,1,49.1,0.51
9000-PLFUZ,CELL_889D,2024-12-01,2024-12-07,-101.8,5.8,4,78.9,2.44
9003-CPATH,CELL_245B,2024-12-01,2024-12-07,-92.6,11.2,0,38.6,0.28
9013-AQORL,CELL_778C,2024-12-01,2024-12-07,-94.7,17.4,1,30.8,0.1
9018-PCIOK,CELL_134C,2024-12-01,2024-12-07,-88.0,13.8,0,32.8,0.59
9019-QVLZD,CELL_411A,2024-12-01,2024-12-07,-86.8,17.1,1,37.4,0.12
9025-AOMKI,CELL_778C,2024-12-01,2024-12-07,-85.5,16.7,1,35.6,0.18
9025-ZRPVR,CELL_411A,2024-12-01,2024-12-07,-84.2,17.0,0,33.3,0.25
9026-LHEVG,CELL_301C,2024-12-01,2024-12-07,-98.3,7.8,4,74.7,2.03
9026-RNUJS,CELL_112B,2024-12-01,2024-12-07,-99.1,7.9,6,79.8,2.09
9027-TMATR,CELL_778C,2024-12-01,2024-12-07,-88.0,17.1,0,33.0,0.58
9027-YFHQJ,CELL_134C,2024-12-01,2024-12-07,-101.4,10.1,4,82.6,2.27
9028-LIHRP,CELL_301C,2024-12-01,2024-12-07,-92.5,18.5,0,31.0,0.16
9029-FEGVJ,CELL_411A,2024-12-01,2024-12-07,-88.1,16.1,0,47.7,0.53
9030-QGZNL,CELL_101A,2024-12-01,2024-12-07,-91.9,7.0,4,75.1,1.7
9031-ZVQPT,CELL_112B,2024-12-01,2024-12-07,-86.2,18.7,0,40.5,0.43
9033-EOXWV,CELL_245B,2024-12-01,2024-12-07,-109.1,3.2,13,97.4,3.86
9036-CSKBW,CELL_502B,2024-12-01,2024-12-07,-97.5,14.4,1,43.0,0.21
9039-RBEEE,CELL_101A,2024-12-01,2024-12-07,-84.4,13.0,1,51.0,0.29
9039-ZVJDC,CELL_134C,2024-12-01,2024-12-07,-95.3,12.9,0,55.4,0.41
9040-KZVWO,CELL_301C,2024-12-01,2024-12-07,-84.3,16.1,0,57.5,0.56
9046-DQMTP,CELL_134C,2024-12-01,2024-12-07,-87.2,17.8,1,36.9,0.5
9046-JBFWA,CELL_245B,2024-12-01,2024-12-07,-92.2,14.6,1,45.8,0.12
9048-JVYVF,CELL_889D,2024-12-01,2024-12-07,-93.9,13.1,1,32.7,0.29
9050-IKDZA,CELL_889D,2024-12-01,2024-12-07,-100.4,2.9,4,82.0,1.85
9050-QLROH,CELL_234A,2024-12-01,2024-12-07,-98.9,13.0,0,36.0,0.34
9052-DHNKM,CELL_112B,2024-12-01,2024-12-07,-88.7,16.5,1,36.5,0.15
9052-VKDUW,CELL_112B,2024-12-01,2024-12-07,-93.4,15.8,0,39.5,0.12
9053-EJUNL,CELL_101A,2024-12-01,2024-12-07,-89.6,13.1,1,30.8,0.58
9053-JZFKV,CELL_502B,2024-12-01,2024-12-07,-86.1,12.9,1,48.3,0.37
9054-FOWNV,CELL_411A,2024-12-01,2024-12-07,-88.4,14.8,0,59.8,0.11
9055-MOJJJ,CELL_245B,2024-12-01,2024-12-07,-88.0,13.6,0,33.5,0.3
9057-MSWCO,CELL_245B,2024-12-01,2024-12-07,-91.7,12.9,0,59.1,0.31
9057-SIHCH,CELL_134C,2024-12-01,2024-12-07,-89.8,12.0,1,43.6,0.49
9058-CBREO,CELL_889D,2024-12-01,2024-12-07,-101.8,7.5,6,84.3,2.25
9058-HRZSV,CELL_502B,2024-12-01,2024-12-07,-105.5,2.8,12,97.1,3.13
9058-MJLZC,CELL_778C,2024-12-01,2024-12-07,-106.0,10.9,5,71.3,2.49
9060-HJJRW,CELL_245B,2024-12-01,2024-12-07,-87.1,14.4,0,40.0,0.16
9061-TIHDA,CELL_411A,2024-12-01,2024-12-07,-104.4,6.7,6,80.1,2.09
9063-ZGTUY,CELL_234A,2024-12-01,2024-12-07,-87.6,14.9,1,43.7,0.5
9065-ZCPQX,CELL_411A,2024-12-01,2024-12-07,-86.8,14.6,0,47.9,0.3
9066-QRSDU,CELL_134C,2024-12-01,2024-12-07,-86.5,14.2,0,41.4,0.29
9067-SQTNS,CELL_134C,2024-12-01,2024-12-07,-95.6,7.8,4,77.6,2.18
9067-YGSCA,CELL_778C,2024-12-01,2024-12-07,-87.2,15.4,1,32.6,0.6
9068-FHQHD,CELL_301C,2024-12-01,2024-12-07,-96.4,8.7,4,80.5,1.52
9068-VPWQQ,CELL_134C,2024-12-01,2024-12-07,-88.4,12.2,0,33.4,0.27
9069-LGEUL,CELL_778C,2024-12-01,2024-12-07,-104.9,9.3,4,75.8,2.05
9070-BCKQP,CELL_889D,2024-12-01,2024-12-07,-91.9,15.5,1,59.0,0.25
9073-ZZIAY,CELL_778C,2024-12-01,2024-12-07,-113.4,1.7,14,94.5,4.98
9074-KGVOX,CELL_411A,2024-12-01,2024-12-07,-102.6,7.9,6,71.7,2.56
9076-AXYIK,CELL_101A,2024-12-01,2024-12-07,-104.6,10.4,3,73.3,1.97
9079-LWTFD,CELL_112B,2024-12-01,2024-12-07,-99.7,7.3,3,72.6,2.54
9079-YEXQJ,CELL_502B,2024-12-01,2024-12-07,-89.7,15.6,1,34.2,0.27
9081-WWXKP,CELL_301C,2024-12-01,2024-12-07,-100.3,12.5,6,79.1,2.7
9084-OAYKL,CELL_245B,2024-12-01,2024-12-07,-91.9,14.6,1,59.0,0.21
9086-YJYXS,CELL_234A,2024-12-01,2024-12-07,-88.1,19.0,0,36.1,0.42
9087-EYCPR,CELL_889D,2024-12-01,2024-12-07,-110.3,4.0,14,93.9,3.02
9089-UOWJG,CELL_301C,2024-12-01,2024-12-07,-101.0,11.6,5,76.1,2.39
9090-SGQXL,CELL_778C,2024-12-01,2024-12-07,-95.4,14.5,0,37.3,0.37
9091-WTUUY,CELL_245B,2024-12-01,2024-12-07,-95.4,19.2,1,51.4,0.41
9092-GDZKO,CELL_778C,2024-12-01,2024-12-07,-95.8,8.7,3,80.3,2.53
9093-FPDLG,CELL_889D,2024-12-01,2024-12-07,-84.7,16.4,0,49.6,0.32
9094-AZPHK,CELL_101A,2024-12-01,2024-12-07,-92.9,14.6,1,55.7,0.55
9095-HFAFX,CELL_301C,2024-12-01,2024-12-07,-100.6,5.8,4,75.7,1.82
9097-ZUBYC,CELL_502B,2024-12-01,2024-12-07,-80.2,12.8,0,35.3,0.28
9099-FTUHS,CELL_101A,2024-12-01,2024-12-07,-94.4,11.2,4,72.0,1.84
9101-BWFSS,CELL_301C,2024-12-01,2024-12-07,-95.4,16.1,0,46.4,0.56
9101-NTIXF,CELL_411A,2024-12-01,2024-12-07,-98.8,8.7,4,74.9,1.78
9102-IAYHT,CELL_502B,2024-12-01,2024-12-07,-109.5,3.3,9,91.2,3.24
9102-OXKFY,CELL_502B,2024-12-01,2024-12-07,-106.7,3.1,11,92.8,5.7
9103-CXVOK,CELL_778C,2024-12-01,2024-12-07,-89.9,13.7,1,33.0,0.4
9103-TCIHJ,CELL_234A,2024-12-01,2024-12-07,-92.0,15.9,1,47.5,0.27
9107-UKCKY,CELL_234A,2024-12-01,2024-12-07,-97.4,10.2,5,73.9,1.85
9108-EJFJP,CELL_502B,2024-12-01,2024-12-07,-90.1,11.8,1,56.4,0.43
9108-EQPNQ,CELL_502B,2024-12-01,2024-12-07,-107.0,4.1,11,97.8,4.88
9110-HSGTV,CELL_301C,2024-12-01,2024-12-07,-100.7,8.7,5,79.3,2.42
9112-WSNPU,CELL_301C,2024-12-01,2024-12-07,-96.0,7.4,5,70.4,2.54
9114-AAFQH,CELL_301C,2024-12-01,2024-12-07,-102.3,3.4,11,89.1,5.51
9114-DPSIA,CELL_134C,2024-12-01,2024-12-07,-92.5,16.3,0,50.5,0.33
9114-VEPUF,CELL_301C,2024-12-01,2024-12-07,-88.5,16.1,1,50.0,0.38
9115-YQHGA,CELL_134C,2024-12-01,2024-12-07,-106.6,5.7,12,87.8,4.44
9117-SHLZX,CELL_411A,2024-12-01,2024-12-07,-103.3,9.4,5,75.3,2.0
9121-PHQSR,CELL_778C,2024-12-01,2024-12-07,-93.6,12.6,0,59.3,0.37
9122-UMROB,CELL_245B,2024-12-01,2024-12-07,-95.7,7.5,3,71.2,2.01
9124-LHCJQ,CELL_112B,2024-12-01,2024-12-07,-94.2,6.5,4,76.1,2.48
9127-FHJBZ,CELL_502B,2024-12-01,2024-12-07,-110.5,2.1,14,94.1,3.39
9127-QRZMH,CELL_234A,2024-12-01,2024-12-07,-106.0,6.7,12,95.9,3.86
9128-CPXKI,CELL_101A,2024-12-01,2024-12-07,-95.3,11.5,4,80.2,1.69
9129-UXERG,CELL_301C,2024-12-01,2024-12-07,-100.4,8.4,5,84.6,2.93
9133-AYJZG,CELL_101A,2024-12-01,2024-12-07,-102.9,5.9,6,73.7,2.04
9134-CEQMF,CELL_101A,2024-12-01,2024-12-07,-88.0,13.9,1,38.0,0.21
9134-WYRVP,CELL_301C,2024-12-01,2024-12-07,-86.7,13.9,0,58.4,0.27
9135-HSWOC,CELL_101A,2024-12-01,2024-12-07,-93.7,14.6,1,30.3,0.49
9135-MGVPY,CELL_245B,2024-12-01,2024-12-07,-98.2,9.1,4,72.2,1.55
9136-ALYBR,CELL_234A,2024-12-01,2024-12-07,-95.6,17.3,1,44.3,0.51
9137-NOQKA,CELL_234A,2024-12-01,2024-12-07,-92.7,15.9,0,43.2,0.46
9137-UIYPG,CELL_411A,2024-12-01,2024-12-07,-92.9,14.6,1,37.2,0.52
9138-EFSMO,CELL_245B,2024-12-01,2024-12-07,-96.0,14.3,0,59.4,0.37
9139-TWBAS,CELL_411A,2024-12-01,2024-12-07,-102.9,3.8,13,85.9,5.82
9139-WQQDY,CELL_245B,2024-12-01,2024-12-07,-97.9,14.4,5,73.9,2.79
9140-CZQZZ,CELL_411A,2024-12-01,2024-12-07,-92.0,11.4,0,40.6,0.13
9142-KZXOP,CELL_245B,2024-12-01,2024-12-07,-104.6,9.9,4,82.5,1.9
9142-XMYJH,CELL_502B,2024-12-01,2024-12-07,-99.4,5.8,4,80.5,1.6
9143-CANJF,CELL_234A,2024-12-01,2024-12-07,-91.2,16.6,1,36.4,0.16
9146-JRIOX,CELL_112B,2024-12-01,2024-12-07,-90.3,16.8,0,30.6,0.43
9150-HEPMB,CELL_778C,2024-12-01,2024-12-07,-85.8,13.2,0,30.1,0.19
9150-KPBJQ,CELL_234A,2024-12-01,2024-12-07,-92.1,13.1,0,41.7,0.16
9152-AMKAK,CELL_778C,2024-12-01,2024-12-07,-87.9,16.5,0,37.2,0.25
9153-BTBVV,CELL_112B,2024-12-01,2024-12-07,-100.4,6.9,6,75.7,2.46
9154-QDGTH,CELL_245B,2024-12-01,2024-12-07,-100.3,6.3,3,74.6,2.87
9158-VCTQB,CELL_101A,2024-12-01,2024-12-07,-99.3,8.5,5,80.2,1.65
9163-GHAYE,CELL_112B,2024-12-01,2024-12-07,-91.7,13.9,0,53.6,0.55
9167-APMXZ,CELL_101A,2024-12-01,2024-12-07,-87.7,10.2,3,81.2,1.78
9168-INPSZ,CELL_134C,2024-12-01,2024-12-07,-91.4,17.1,1,33.1,0.58
9169-BSVIN,CELL_234A,2024-12-01,2024-12-07,-96.8,13.6,1,38.5,0.59
9170-ARBTB,CELL_245B,2024-12-01,2024-12-07,-92.9,13.3,1,42.2,0.14
9170-CCKOU,CELL_134C,2024-12-01,2024-12-07,-105.3,10.0,5,75.6,1.53
9170-GYZJC,CELL_301C,2024-12-01,2024-12-07,-99.3,14.1,1,55.3,0.43
9172-ANCRX,CELL_245B,2024-12-01,2024-12-07,-90.7,16.5,1,52.9,0.57
9172-JITSM,CELL_411A,2024-12-01,2024-12-07,-103.6,8.0,3,83.0,2.77
9173-IVZVP,CELL_112B,2024-12-01,2024-12-07,-90.1,16.1,0,50.9,0.16
9174-FKWZE,CELL_778C,2024-12-01,2024-12-07,-94.6,7.9,5,83.9,1.72
9174-IHETN,CELL_234A,2024-12-01,2024-12-07,-101.8,5.4,3,80.6,2.06
9178-JHUVJ,CELL_134C,2024-12-01,2024-12-07,-88.7,15.1,1,46.1,0.12
9184-GALIL,CELL_245B,2024-12-01,2024-12-07,-92.2,14.2,1,34.7,0.22
9185-TQCVP,CELL_301C,2024-12-01,2024-12-07,-101.0,9.0,3,70.5,1.9
9189-JWSHV,CELL_245B,2024-12-01,2024-12-07,-95.0,16.8,0,53.1,0.18
9190-MFJLN,CELL_134C,2024-12-01,2024-12-07,-90.6,12.1,0,49.9,0.13
9191-MYQKX,CELL_889D,2024-12-01,2024-12-07,-88.7,12.2,1,50.7,0.42
9194-GFVOI,CELL_889D,2024-12-01,2024-12-07,-90.3,16.9,0,56.3,0.14
9199-PWQVC,CELL_234A,2024-12-01,2024-12-07,-88.4,17.3,1,39.7,0.17
9200-NLNPD,CELL_889D,2024-12-01,2024-12-07,-93.6,16.5,1,47.8,0.57
9206-GVPEQ,CELL_101A,2024-12-01,2024-12-07,-109.2,6.6,5,84.8,2.57
9207-ZPANB,CELL_245B,2024-12-01,2024-12-07,-93.9,14.4,1,31.7,0.12
9208-OLGAQ,CELL_245B,2024-12-01,2024-12-07,-107.4,8.3,3,78.9,2.51
9209-NWPGU,CELL_889D,2024-12-01,2024-12-07,-87.2,15.7,1,41.4,0.27
9210-IAHGH,CELL_411A,2024-12-01,2024-12-07,-91.0,15.7,1,36.5,0.3
9214-EKVXR,CELL_101A,2024-12-01,2024-12-07,-108.9,4.4,13,93.4,4.95
9220-CXRSC,CELL_234A,2024-12-01,2024-12-07,-90.4,15.7,0,36.1,0.21
9220-ZNKJI,CELL_411A,2024-12-01,2024-12-07,-87.6,16.6,0,46.8,0.18
9221-OTIVJ,CELL_245B,2024-12-01,2024-12-07,-95.1,17.6,1,57.8,0.6
9223-UCPVT,CELL_101A,2024-12-01,2024-12-07,-97.3,10.2,6,73.4,1.7
9224-VTYID,CELL_101A,2024-12-01,2024-12-07,-87.4,17.9,1,50.6,0.33
9225-BZLNZ,CELL_301C,2024-12-01,2024-12-07,-109.8,6.2,12,95.9,5.35
9227-LUNBG,CELL_101A,2024-12-01,2024-12-07,-89.9,15.3,0,41.7,0.56
9227-UAQFT,CELL_245B,2024-12-01,2024-12-07,-101.4,6.9,3,81.4,2.12
9227-YBAXE,CELL_101A,2024-12-01,2024-12-07,-90.1,15.3,1,33.0,0.4
9229-RQABD,CELL_778C,2024-12-01,2024-12-07,-116.0,8.4,10,94.0,3.22
9231-ZJYAM,CELL_101A,2024-12-01,2024-12-07,-98.2,6.4,6,79.1,1.52
9233-PSYHO,CELL_112B,2024-12-01,2024-12-07,-91.0,14.0,1,39.5,0.46
9236-NDUCW,CELL_502B,2024-12-01,2024-12-07,-88.7,11.6,0,54.9,0.22
9237-HQITU,CELL_101A,2024-12-01,2024-12-07,-94.1,14.6,1,34.9,0.54
9239-GZHZE,CELL_134C,2024-12-01,2024-12-07,-96.0,15.0,1,54.2,0.55
9239-ZBZZV,CELL_245B,2024-12-01,2024-12-07,-88.5,15.8,0,37.6,0.34
9242-TKFSV,CELL_502B,2024-12-01,2024-12-07,-95.1,13.6,1,36.1,0.4
9244-ZVAPM,CELL_502B,2024-12-01,2024-12-07,-107.2,3.2,14,96.8,5.27
9248-OJYKK,CELL_101A,2024-12-01,2024-12-07,-90.7,13.9,0,49.7,0.15
9249-FXSCK,CELL_301C,2024-12-01,2024-12-07,-89.4,15.2,1,37.2,0.16
9250-WYPLL,CELL_101A,2024-12-01,2024-12-07,-99.7,5.7,4,75.6,2.45
9251-AWQGT,CELL_411A,2024-12-01,2024-12-07,-87.6,17.9,1,56.5,0.3
9251-WNSOD,CELL_778C,2024-12-01,2024-12-07,-91.2,17.2,1,34.0,0.16
9253-QXKBE,CELL_245B,2024-12-01,2024-12-07,-89.3,16.2,0,35.6,0.29
9253-VIFJQ,CELL_411A,2024-12-01,2024-12-07,-94.3,11.3,1,41.4,0.33
9254-RBFON,CELL_234A,2024-12-01,2024-12-07,-103.7,5.1,4,81.0,2.34
9256-JTBNZ,CELL_134C,2024-12-01,2024-12-07,-84.4,16.1,1,40.4,0.13
9257-AZMTZ,CELL_234A,2024-12-01,2024-12-07,-83.7,17.2,1,38.2,0.24
9258-CNWAC,CELL_134C,2024-12-01,2024-12-07,-101.3,5.4,6,77.3,1.81
9259-PACGQ,CELL_301C,2024-12-01,2024-12-07,-89.0,17.7,0,30.9,0.36
9261-WDCAF,CELL_112B,2024-12-01,2024-12-07,-93.4,16.0,0,55.2,0.17
9269-CQOOL,CELL_245B,2024-12-01,2024-12-07,-108.2,9.2,5,80.5,1.65
9272-LSVYH,CELL_411A,2024-12-01,2024-12-07,-92.3,15.6,0,56.8,0.36
9274-CNFMO,CELL_778C,2024-12-01,2024-12-07,-102.5,4.4,11,97.2,5.7
9274-UARKJ,CELL_112B,2024-12-01,2024-12-07,-90.5,13.8,0,58.3,0.5
9277-JOOMO,CELL_889D,2024-12-01,2024-12-07,-94.4,14.3,1,35.8,0.15
9278-VZKCD,CELL_112B,2024-12-01,2024-12-07,-91.5,14.3,0,42.6,0.29
9279-CJEOJ,CELL_502B,2024-12-01,2024-12-07,-105.6,3.5,13,93.2,3.51
9281-CEDRU,CELL_778C,2024-12-01,2024-12-07,-90.7,14.5,0,51.1,0.19
9281-OFDMF,CELL_889D,2024-12-01,2024-12-07,-96.7,8.7,3,77.0,1.9
9281-PKKZE,CELL_301C,2024-12-01,2024-12-07,-87.3,14.1,0,50.3,0.21
9282-IZGQK,CELL_234A,2024-12-01,2024-12-07,-87.4,15.8,0,33.1,0.56
9283-LZQOH,CELL_234A,2024-12-01,2024-12-07,-88.4,17.0,0,39.6,0.56
9286-BHDQG,CELL_301C,2024-12-01,2024-12-07,-91.8,15.8,0,30.2,0.18
9286-DOJGF,CELL_411A,2024-12-01,2024-12-07,-92.5,6.5,5,75.3,2.4
9289-LBQVU,CELL_112B,2024-12-01,2024-12-07,-94.4,14.8,0,47.9,0.32
9290-SHCMB,CELL_502B,2024-12-01,2024-12-07,-101.7,7.0,5,80.0,2.26
9294-TDIPC,CELL_502B,2024-12-01,2024-12-07,-91.1,18.7,1,51.4,0.39
9297-EONCV,CELL_101A,2024-12-01,2024-12-07,-103.4,8.3,3,75.5,1.64
9297-FVVDH,CELL_101A,2024-12-01,2024-12-07,-97.8,9.9,3,79.8,1.99
9298-WGMRW,CELL_134C,2024-12-01,2024-12-07,-99.2,6.3,4,72.8,2.35
9300-AGZNL,CELL_411A,2024-12-01,2024-12-07,-89.7,15.7,0,44.4,0.51
9300-RENDD,CELL_502B,2024-12-01,2024-12-07,-89.5,15.3,1,45.4,0.52
9305-CDSKC,CELL_502B,2024-12-01,2024-12-07,-90.0,16.3,1,51.1,0.55
9306-CPCBC,CELL_245B,2024-12-01,2024-12-07,-90.0,16.2,0,51.0,0.46
9308-ANMVE,CELL_234A,2024-12-01,2024-12-07,-90.2,13.9,1,50.4,0.32
9309-BZGNT,CELL_411A,2024-12-01,2024-12-07,-93.2,12.3,1,30.6,0.46
9313-CDOGY,CELL_889D,2024-12-01,2024-12-07,-87.8,16.8,0,52.1,0.53
9313-QOLTZ,CELL_301C,2024-12-01,2024-12-07,-88.3,12.4,0,58.0,0.55
9314-IJWSQ,CELL_112B,2024-12-01,2024-12-07,-89.2,17.6,1,36.5,0.5
9314-QDMDW,CELL_411A,2024-12-01,2024-12-07,-94.1,13.2,0,37.3,0.56
9317-WZPGV,CELL_778C,2024-12-01,2024-12-07,-95.2,13.2,6,80.7,2.06
9318-NKNFC,CELL_502B,2024-12-01,2024-12-07,-97.0,7.2,5,79.1,2.38
9323-HGFWY,CELL_411A,2024-12-01,2024-12-07,-105.3,8.2,4,70.4,2.96
9327-QSDED,CELL_245B,2024-12-01,2024-12-07,-111.7,3.8,13,86.1,4.99
9330-DHBFL,CELL_889D,2024-12-01,2024-12-07,-93.0,14.6,1,37.3,0.42
9330-IJWIO,CELL_301C,2024-12-01,2024-12-07,-114.6,4.4,12,88.0,4.26
9330-VOFSZ,CELL_134C,2024-12-01,2024-12-07,-108.2,4.3,10,95.7,3.61
9332-GYWLO,CELL_502B,2024-12-01,2024-12-07,-87.7,13.6,0,43.6,0.41
9334-GWGOW,CELL_245B,2024-12-01,2024-12-07,-94.2,18.6,1,54.3,0.16
9337-SRRNI,CELL_101A,2024-12-01,2024-12-07,-88.8,15.3,1,40.4,0.42
9339-FIIJL,CELL_778C,2024-12-01,2024-12-07,-92.1,13.4,0,43.0,0.34
9342-VNIMQ,CELL_301C,2024-12-01,2024-12-07,-88.2,15.0,0,34.1,0.46
9347-AERRL,CELL_502B,2024-12-01,2024-12-07,-86.7,17.2,1,53.3,0.47
9348-ROUAI,CELL_234A,2024-12-01,2024-12-07,-111.2,4.3,8,85.4,5.74
9348-YVOMK,CELL_301C,2024-12-01,2024-12-07,-89.4,14.1,0,34.3,0.19
9350-VLHMB,CELL_301C,2024-12-01,2024-12-07,-92.5,16.1,0,52.4,0.27
9350-ZXYJC,CELL_245B,2024-12-01,2024-12-07,-100.1,4.0,5,70.7,2.42
9351-HXDMR,CELL_301C,2024-12-01,2024-12-07,-90.0,12.9,0,44.5,0.37
9351-LZYGF,CELL_778C,2024-12-01,2024-12-07,-92.5,6.4,4,84.9,2.48
9355-NPPFS,CELL_134C,2024-12-01,2024-12-07,-98.4,9.9,6,74.2,2.12
9356-AXGMP,CELL_778C,2024-12-01,2024-12-07,-93.3,14.1,0,30.7,0.15
9357-UJRUN,CELL_411A,2024-12-01,2024-12-07,-99.5,9.5,3,72.0,1.7
9359-JANWS,CELL_134C,2024-12-01,2024-12-07,-86.0,16.9,1,47.9,0.54
9359-UGBTK,CELL_778C,2024-12-01,2024-12-07,-90.7,18.5,0,48.7,0.3
9360-AHGNL,CELL_301C,2024-12-01,2024-12-07,-106.1,5.5,8,91.1,4.08
9360-OMDZZ,CELL_411A,2024-12-01,2024-12-07,-85.3,14.7,0,39.6,0.41
9361-YNQWJ,CELL_134C,2024-12-01,2024-12-07,-107.8,4.7,14,85.5,5.52
9362-MWODR,CELL_411A,2024-12-01,2024-12-07,-93.8,15.3,1,56.3,0.3
9364-YKUVW,CELL_889D,2024-12-01,2024-12-07,-99.0,7.7,4,79.0,1.63
9365-CSLBQ,CELL_301C,2024-12-01,2024-12-07,-89.6,15.2,0,40.1,0.24
9365-SRSZE,CELL_889D,2024-12-01,2024-12-07,-103.5,7.8,6,82.2,2.31
9367-OIUXP,CELL_411A,2024-12-01,2024-12-07,-89.2,15.6,1,36.3,0.51
9367-TCUYN,CELL_101A,2024-12-01,2024-12-07,-102.1,8.8,6,84.1,2.11
9367-WXLCH,CELL_301C,2024-12-01,2024-12-07,-94.9,9.7,5,73.0,2.39
9369-XFEHK,CELL_778C,2024-12-01,2024-12-07,-78.6,17.3,0,47.9,0.1
9371-BITHB,CELL_134C,2024-12-01,2024-12-07,-89.4,14.8,1,55.5,0.21
9372-TXXPS,CELL_778C,2024-12-01,2024-12-07,-88.3,17.7,0,46.6,0.56
9373-WSLOY,CELL_134C,2024-12-01,2024-12-07,-93.6,12.6,1,55.3,0.12
9374-YOLBJ,CELL_134C,2024-12-01,2024-12-07,-94.5,8.0,5,78.0,2.67
9375-MHRRS,CELL_301C,2024-12-01,2024-12-07,-94.6,15.8,0,35.2,0.12
9378-FXTIZ,CELL_411A,2024-12-01,2024-12-07,-105.3,1.8,12,87.7,4.38
9381-NDKME,CELL_502B,2024-12-01,2024-12-07,-89.7,13.1,0,37.1,0.23
9385-EHGDO,CELL_245B,2024-12-01,2024-12-07,-90.2,12.5,1,42.0,0.28
9385-NXKDA,CELL_889D,2024-12-01,2024-12-07,-87.9,17.6,1,42.3,0.16
9386-LDCZR,CELL_778C,2024-12-01,2024-12-07,-92.2,17.3,1,50.7,0.41
9388-ZEYVT,CELL_245B,2024-12-01,2024-12-07,-93.2,12.3,1,47.8,0.58
9389-ACWBI,CELL_245B,2024-12-01,2024-12-07,-102.7,8.5,3,84.4,1.82
9391-DXGGG,CELL_502B,2024-12-01,2024-12-07,-96.5,7.4,3,84.9,1.64
9391-EOYLI,CELL_301C,2024-12-01,2024-12-07,-84.3,15.9,1,58.8,0.24
9391-LMANN,CELL_778C,2024-12-01,2024-12-07,-91.9,15.4,0,36.6,0.11
9391-TTOYH,CELL_234A,2024-12-01,2024-12-07,-84.7,15.1,1,41.7,0.46
9391-YZEJW,CELL_301C,2024-12-01,2024-12-07,-95.8,9.2,4,80.7,2.08
9392-XBGTD,CELL_889D,2024-12-01,2024-12-07,-107.7,5.3,11,92.0,3.94
9396-ZSFLL,CELL_112B,2024-12-01,2024-12-07,-92.9,15.2,1,54.0,0.2
